ltl_score,prism_probabilities,evaluation_time,size,goals,obstacles,complexity
1.0,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 1.0, 'complete_sequence': 1.0, 'avoid_obstacle': 1.0}",180.52833199501038,2,3,0,5
1.0,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 1.0, 'complete_sequence': 1.0, 'avoid_obstacle': 1.0}",214.18204641342163,2,3,0,4
1.0,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 1.0, 'complete_sequence': 1.0, 'avoid_obstacle': 1.0}",179.06308245658875,2,3,0,4
0.9922126189691286,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9688504758765144, 'complete_sequence': 0.9688504758765144, 'avoid_obstacle': 1.0}",219.64619135856628,3,3,0,8
0.0,{},0.0,3,3,0,10
0.9726833768250567,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9250784714953838, 'seq_2_before_3': 0.965655035804843, 'complete_sequence': 0.9005247848732044, 'avoid_obstacle': 1.0}",255.5115168094635,4,3,1,9
0.8933383114475355,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9666201568710865, 'seq_2_before_3': 0.6067330889190554, 'complete_sequence': 0.5864854124973173, 'avoid_obstacle': 1.0}",2731.4595415592194,4,3,2,16
0.987029388907685,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9704302223919212, 'seq_2_before_3': 0.9776873332388188, 'complete_sequence': 0.948308225536474, 'avoid_obstacle': 1.0}",631.8071024417877,5,3,1,18
0.9908955973906647,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9635823895626587, 'complete_sequence': 0.9635823895626587, 'avoid_obstacle': 1.0}",678.6275820732117,5,3,1,10
1.0,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 1.0, 'complete_sequence': 1.0, 'avoid_obstacle': 1.0}",266.05655312538147,6,3,2,17
0.9955774085325978,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9823096341303911, 'seq_2_before_3': 1.0, 'complete_sequence': 0.9823077912473265, 'avoid_obstacle': 1.0}",322.98112869262695,6,3,5,13
0.9969990747434908,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9930212723894277, 'seq_2_before_3': 0.9949750265845356, 'complete_sequence': 0.9884569357943216, 'avoid_obstacle': 1.0}",445.5677285194397,6,3,2,15
0.9850560867765821,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9402243471063283, 'complete_sequence': 0.9402243471063283, 'avoid_obstacle': 1.0}",1162.5807137489319,7,3,8,16
0.9772750188613063,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9091000754452252, 'complete_sequence': 0.9091000754452252, 'avoid_obstacle': 1.0}",798.9276280403137,7,3,10,20
0.9875653877169087,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9999999989173374, 'seq_2_before_3': 0.9502615519502977, 'complete_sequence': 0.9502615509600484, 'avoid_obstacle': 1.0}",824.6496345996857,8,3,8,29
0.9073297156807858,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.6293188627231434, 'complete_sequence': 0.6293188627231434, 'avoid_obstacle': 1.0}",3545.8442463874817,8,3,17,24
0.9838867574988986,"{'goal1': 0.9748890230756029, 'goal2': 0.9824220078506485, 'goal3': 1.0, 'seq_1_before_2': 0.9748890230756029, 'seq_2_before_3': 0.9748876632779079, 'complete_sequence': 0.9748876632779079, 'avoid_obstacle': 1.0}",1618.2064156532288,9,3,20,26
0.0,{},0.0,9,3,12,25
0.861919200964494,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.4476768038579764, 'seq_2_before_3': 1.0, 'complete_sequence': 0.44767618343996307, 'avoid_obstacle': 1.0}",3632.286322593689,10,3,22,21
0.9812526489921556,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9250105959686222, 'complete_sequence': 0.9250105959686222, 'avoid_obstacle': 1.0}",805.445868730545,10,3,17,17
