ltl_score,prism_probabilities,evaluation_time,size,goals,obstacles,complexity
0.0,{},0.0,2,3,0,5
0.0,{},0.0,2,3,0,4
0.0,{},0.0,2,3,0,4
0.0,{},0.0,3,3,0,8
0.0,{},0.0,3,3,0,10
0.9962919088849851,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9925672396734061, 'seq_2_before_3': 0.9926003958665341, 'complete_sequence': 0.9856844012645183, 'avoid_obstacle': 1.0}",285.76479053497314,4,3,1,9
0.0,{},0.0,4,3,2,16
0.9845559816631315,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9720694722432477, 'seq_2_before_3': 0.9661544544092784, 'complete_sequence': 0.9383622643876522, 'avoid_obstacle': 1.0}",579.7949600219727,5,3,1,18
0.0,{},0.0,5,3,1,10
0.9830384220732481,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9321536882929926, 'seq_2_before_3': 1.0, 'complete_sequence': 0.9321526884027033, 'avoid_obstacle': 1.0}",350.90796089172363,6,3,2,17
0.9982341837504722,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9929367350018888, 'seq_2_before_3': 1.0, 'complete_sequence': 0.9929363500704724, 'avoid_obstacle': 1.0}",355.47456789016724,6,3,5,13
0.9968427708914446,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.9925667054578371, 'seq_2_before_3': 0.9948043781079411, 'complete_sequence': 0.9876619690468338, 'avoid_obstacle': 1.0}",621.1830365657806,6,3,2,15
0.0,{},0.0,7,3,8,16
0.9870013756753477,"{'goal1': 1.0, 'goal2': 0.9697588554045395, 'goal3': 0.9698903500243767, 'seq_1_before_2': 1.0, 'seq_2_before_3': 0.9681224342250854, 'complete_sequence': 0.9681224342250854, 'avoid_obstacle': 1.0}",368.7891547679901,7,3,10,20
0.976725232370098,"{'goal1': 1.0, 'goal2': 1.0, 'goal3': 1.0, 'seq_1_before_2': 0.998528675247102, 'seq_2_before_3': 0.9083722542332899, 'complete_sequence': 0.9072255459320622, 'avoid_obstacle': 1.0}",345.56384444236755,8,3,8,29
0.0,{},0.0,8,3,17,24
0.0,{},0.0,9,3,20,26
0.0,{},0.0,9,3,12,25
0.0,{},0.0,10,3,22,21
0.0,{},0.0,10,3,17,17
